страна,год,пол,возраст,количество_самоубийства,население,самоубийства_на_100к_человек,страна-год,ИЧР_за_год,ввп_за_год ($) ,ввп_на_душу_населения ($),поколение
Белиз,2001,женский,75+ лет,0,1863,0.0,Белиз2001,,"871,860,600",4013,Молчаливое поколение
Белиз,2001,мужской,5-14 лет,0,32991,0.0,Белиз2001,,"871,860,600",4013,Миллениалы
Белиз,2002,мужской,35-54 лет,6,21743,27.6,Белиз2002,,"932,551,850",4161,Бумеры
Белиз,2002,мужской,55-74 лет,1,7320,13.66,Белиз2002,,"932,551,850",4161,Молчаливое поколение
Белиз,2002,женский,35-54 лет,2,21387,9.35,Белиз2002,,"932,551,850",4161,Бумеры
Белиз,2002,женский,15-24 лет,2,26384,7.58,Белиз2002,,"932,551,850",4161,Миллениалы
Белиз,2002,мужской,25-34 лет,1,21346,4.68,Белиз2002,,"932,551,850",4161,Поколение X
Белиз,2002,мужской,15-24 лет,1,26756,3.74,Белиз2002,,"932,551,850",4161,Миллениалы
Белиз,2002,женский,5-14 лет,1,33244,3.01,Белиз2002,,"932,551,850",4161,Миллениалы
Белиз,2002,женский,25-34 лет,0,21060,0.0,Белиз2002,,"932,551,850",4161,Поколение X
Белиз,2002,женский,55-74 лет,0,7500,0.0,Белиз2002,,"932,551,850",4161,Молчаливое поколение
Белиз,2002,женский,75+ лет,0,1868,0.0,Белиз2002,,"932,551,850",4161,Молчаливое поколение
Белиз,2002,мужской,5-14 лет,0,33881,0.0,Белиз2002,,"932,551,850",4161,Миллениалы
Белиз,2002,мужской,75+ лет,0,1647,0.0,Белиз2002,,"932,551,850",4161,Молчаливое поколение
Белиз,2003,мужской,55-74 лет,1,7309,13.68,Белиз2003,,"990,374,050",4289,Молчаливое поколение
Белиз,2003,мужской,25-34 лет,3,22006,13.63,Белиз2003,,"990,374,050",4289,Поколение X
Белиз,2003,мужской,35-54 лет,2,22882,8.74,Белиз2003,,"990,374,050",4289,Бумеры
Белиз,2003,женский,15-24 лет,2,27064,7.39,Белиз2003,,"990,374,050",4289,Миллениалы
Белиз,2003,женский,25-34 лет,1,21751,4.6,Белиз2003,,"990,374,050",4289,Поколение X
Белиз,2003,женский,35-54 лет,1,22539,4.44,Белиз2003,,"990,374,050",4289,Бумеры
Белиз,2003,мужской,15-24 лет,1,27456,3.64,Белиз2003,,"990,374,050",4289,Миллениалы
Белиз,2003,мужской,5-14 лет,1,34739,2.88,Белиз2003,,"990,374,050",4289,Миллениалы
Белиз,2003,женский,5-14 лет,0,34082,0.0,Белиз2003,,"990,374,050",4289,Миллениалы
Белиз,2003,женский,55-74 лет,0,7550,0.0,Белиз2003,,"990,374,050",4289,Молчаливое поколение
Белиз,2003,женский,75+ лет,0,1860,0.0,Белиз2003,,"990,374,050",4289,Молчаливое поколение
Белиз,2003,мужской,75+ лет,0,1652,0.0,Белиз2003,,"990,374,050",4289,Молчаливое поколение
Белиз,2004,мужской,55-74 лет,3,7316,41.01,Белиз2004,,"1,057,845,500",4449,Молчаливое поколение
Белиз,2004,мужской,15-24 лет,7,28175,24.84,Белиз2004,,"1,057,845,500",4449,Миллениалы
Белиз,2004,мужской,35-54 лет,5,24197,20.66,Белиз2004,,"1,057,845,500",4449,Бумеры
Белиз,2004,мужской,25-34 лет,4,22560,17.73,Белиз2004,,"1,057,845,500",4449,Поколение X
Белиз,2004,женский,55-74 лет,1,7609,13.14,Белиз2004,,"1,057,845,500",4449,Молчаливое поколение
Белиз,2004,женский,15-24 лет,0,27773,0.0,Белиз2004,,"1,057,845,500",4449,Миллениалы
Белиз,2004,женский,25-34 лет,0,22347,0.0,Белиз2004,,"1,057,845,500",4449,Поколение X
Белиз,2004,женский,35-54 лет,0,23865,0.0,Белиз2004,,"1,057,845,500",4449,Бумеры
Белиз,2004,женский,5-14 лет,0,34909,0.0,Белиз2004,,"1,057,845,500",4449,Миллениалы
Белиз,2004,женский,75+ лет,0,1841,0.0,Белиз2004,,"1,057,845,500",4449,Молчаливое поколение
Белиз,2004,мужской,5-14 лет,0,35566,0.0,Белиз2004,,"1,057,845,500",4449,Миллениалы
Белиз,2004,мужской,75+ лет,0,1633,0.0,Белиз2004,,"1,057,845,500",4449,Молчаливое поколение
Белиз,2005,мужской,25-34 лет,5,23067,21.68,Белиз2005,0.701,"1,114,222,550",4547,Поколение X
Белиз,2005,мужской,15-24 лет,3,28904,10.38,Белиз2005,0.701,"1,114,222,550",4547,Миллениалы
Белиз,2005,мужской,35-54 лет,2,25696,7.78,Белиз2005,0.701,"1,114,222,550",4547,Бумеры
Белиз,2005,женский,15-24 лет,1,28506,3.51,Белиз2005,0.701,"1,114,222,550",4547,Миллениалы
Белиз,2005,мужской,5-14 лет,1,36381,2.75,Белиз2005,0.701,"1,114,222,550",4547,Миллениалы
Белиз,2005,женский,25-34 лет,0,22905,0.0,Белиз2005,0.701,"1,114,222,550",4547,Поколение X
Белиз,2005,женский,35-54 лет,0,25383,0.0,Белиз2005,0.701,"1,114,222,550",4547,Бумеры
Белиз,2005,женский,5-14 лет,0,35738,0.0,Белиз2005,0.701,"1,114,222,550",4547,Миллениалы
Белиз,2005,женский,55-74 лет,0,7700,0.0,Белиз2005,0.701,"1,114,222,550",4547,Молчаливое поколение
Белиз,2005,женский,75+ лет,0,1808,0.0,Белиз2005,0.701,"1,114,222,550",4547,Молчаливое поколение
Белиз,2005,мужской,55-74 лет,0,7350,0.0,Белиз2005,0.701,"1,114,222,550",4547,Молчаливое поколение
Белиз,2005,мужской,75+ лет,0,1582,0.0,Белиз2005,0.701,"1,114,222,550",4547,Молчаливое поколение
Белиз,2006,мужской,35-54 лет,4,27451,14.57,Белиз2006,,"1,217,467,600",4815,Бумеры
Белиз,2006,мужской,15-24 лет,3,29465,10.18,Белиз2006,,"1,217,467,600",4815,Миллениалы
Белиз,2006,мужской,25-34 лет,1,23131,4.32,Белиз2006,,"1,217,467,600",4815,Поколение X
Белиз,2006,женский,15-24 лет,1,29322,3.41,Белиз2006,,"1,217,467,600",4815,Миллениалы
Белиз,2006,женский,5-14 лет,1,36453,2.74,Белиз2006,,"1,217,467,600",4815,Миллениалы
Белиз,2006,мужской,5-14 лет,1,37049,2.7,Белиз2006,,"1,217,467,600",4815,Миллениалы
Белиз,2006,женский,25-34 лет,0,23214,0.0,Белиз2006,,"1,217,467,600",4815,Поколение X
Белиз,2006,женский,35-54 лет,0,27049,0.0,Белиз2006,,"1,217,467,600",4815,Бумеры
Белиз,2006,женский,55-74 лет,0,8095,0.0,Белиз2006,,"1,217,467,600",4815,Молчаливое поколение
Белиз,2006,женский,75+ лет,0,1920,0.0,Белиз2006,,"1,217,467,600",4815,Молчаливое поколение
Белиз,2006,мужской,55-74 лет,0,7990,0.0,Белиз2006,,"1,217,467,600",4815,Молчаливое поколение
Белиз,2006,мужской,75+ лет,0,1687,0.0,Белиз2006,,"1,217,467,600",4815,Молчаливое поколение
Белиз,2007,мужской,75+ лет,1,1802,55.49,Белиз2007,,"1,290,573,400",4951,Молчаливое поколение
Белиз,2007,мужской,35-54 лет,2,29071,6.88,Белиз2007,,"1,290,573,400",4951,Бумеры
Белиз,2007,мужской,15-24 лет,2,30074,6.65,Белиз2007,,"1,290,573,400",4951,Миллениалы
Белиз,2007,женский,35-54 лет,1,28664,3.49,Белиз2007,,"1,290,573,400",4951,Бумеры
Белиз,2007,женский,15-24 лет,1,30151,3.32,Белиз2007,,"1,290,573,400",4951,Миллениалы
Белиз,2007,мужской,5-14 лет,1,37602,2.66,Белиз2007,,"1,290,573,400",4951,Поколение Z
Белиз,2007,женский,25-34 лет,0,23636,0.0,Белиз2007,,"1,290,573,400",4951,Поколение X
Белиз,2007,женский,5-14 лет,0,37069,0.0,Белиз2007,,"1,290,573,400",4951,Поколение Z
Белиз,2007,женский,55-74 лет,0,8579,0.0,Белиз2007,,"1,290,573,400",4951,Молчаливое поколение
Белиз,2007,женский,75+ лет,0,2027,0.0,Белиз2007,,"1,290,573,400",4951,Молчаливое поколение
Белиз,2007,мужской,25-34 лет,0,23259,0.0,Белиз2007,,"1,290,573,400",4951,Поколение X
Белиз,2007,мужской,55-74 лет,0,8733,0.0,Белиз2007,,"1,290,573,400",4951,Молчаливое поколение
Белиз,2008,мужской,75+ лет,1,1931,51.79,Белиз2008,,"1,368,625,150",5098,Молчаливое поколение
Белиз,2008,мужской,35-54 лет,6,30511,19.67,Белиз2008,,"1,368,625,150",5098,Бумеры
Белиз,2008,мужской,15-24 лет,2,30760,6.5,Белиз2008,,"1,368,625,150",5098,Миллениалы
Белиз,2008,мужской,25-34 лет,1,23453,4.26,Белиз2008,,"1,368,625,150",5098,Поколение X
Белиз,2008,женский,25-34 лет,1,24149,4.14,Белиз2008,,"1,368,625,150",5098,Поколение X
Белиз,2008,женский,15-24 лет,0,31003,0.0,Белиз2008,,"1,368,625,150",5098,Миллениалы
Белиз,2008,женский,35-54 лет,0,30201,0.0,Белиз2008,,"1,368,625,150",5098,Бумеры
Белиз,2008,женский,5-14 лет,0,37579,0.0,Белиз2008,,"1,368,625,150",5098,Поколение Z
Белиз,2008,женский,55-74 лет,0,9143,0.0,Белиз2008,,"1,368,625,150",5098,Молчаливое поколение
Белиз,2008,женский,75+ лет,0,2139,0.0,Белиз2008,,"1,368,625,150",5098,Молчаливое поколение
Белиз,2008,мужской,5-14 лет,0,38038,0.0,Белиз2008,,"1,368,625,150",5098,Поколение Z
Белиз,2008,мужской,55-74 лет,0,9580,0.0,Белиз2008,,"1,368,625,150",5098,Молчаливое поколение
Белиз,2009,мужской,15-24 лет,5,31526,15.86,Белиз2009,,"1,336,957,250",4841,Миллениалы
Белиз,2009,мужской,25-34 лет,3,23713,12.65,Белиз2009,,"1,336,957,250",4841,Поколение X
Белиз,2009,мужской,55-74 лет,1,10523,9.5,Белиз2009,,"1,336,957,250",4841,Молчаливое поколение
Белиз,2009,женский,15-24 лет,3,31873,9.41,Белиз2009,,"1,336,957,250",4841,Миллениалы
Белиз,2009,мужской,35-54 лет,2,31734,6.3,Белиз2009,,"1,336,957,250",4841,Бумеры
Белиз,2009,женский,25-34 лет,1,24742,4.04,Белиз2009,,"1,336,957,250",4841,Поколение X
Белиз,2009,женский,35-54 лет,0,31606,0.0,Белиз2009,,"1,336,957,250",4841,Бумеры
Белиз,2009,женский,5-14 лет,0,37982,0.0,Белиз2009,,"1,336,957,250",4841,Поколение Z
Белиз,2009,женский,55-74 лет,0,9786,0.0,Белиз2009,,"1,336,957,250",4841,Молчаливое поколение
Белиз,2009,женский,75+ лет,0,2251,0.0,Белиз2009,,"1,336,957,250",4841,Молчаливое поколение
Белиз,2009,мужской,5-14 лет,0,38375,0.0,Белиз2009,,"1,336,957,250",4841,Поколение Z
Белиз,2009,мужской,75+ лет,0,2078,0.0,Белиз2009,,"1,336,957,250",4841,Молчаливое поколение
Белиз,2010,мужской,55-74 лет,2,11553,17.31,Белиз2010,0.71,"1,397,113,450",4923,Молчаливое поколение
Белиз,2010,мужской,25-34 лет,4,24053,16.63,Белиз2010,0.71,"1,397,113,450",4923,Поколение X
Белиз,2010,мужской,35-54 лет,5,32734,15.27,Белиз2010,0.71,"1,397,113,450",4923,Поколение X
Белиз,2010,мужской,15-24 лет,2,32338,6.18,Белиз2010,0.71,"1,397,113,450",4923,Миллениалы
Белиз,2010,женский,35-54 лет,2,32852,6.09,Белиз2010,0.71,"1,397,113,450",4923,Поколение X
Белиз,2010,женский,15-24 лет,0,32738,0.0,Белиз2010,0.71,"1,397,113,450",4923,Миллениалы
Белиз,2010,женский,25-34 лет,0,25416,0.0,Белиз2010,0.71,"1,397,113,450",4923,Поколение X
Белиз,2010,женский,5-14 лет,0,38304,0.0,Белиз2010,0.71,"1,397,113,450",4923,Поколение Z
Белиз,2010,женский,55-74 лет,0,10522,0.0,Белиз2010,0.71,"1,397,113,450",4923,Молчаливое поколение
Белиз,2010,женский,75+ лет,0,2363,0.0,Белиз2010,0.71,"1,397,113,450",4923,Молчаливое поколение
Белиз,2010,мужской,5-14 лет,0,38669,0.0,Белиз2010,0.71,"1,397,113,450",4923,Поколение Z
Белиз,2010,мужской,75+ лет,0,2254,0.0,Белиз2010,0.71,"1,397,113,450",4923,Молчаливое поколение
Белиз,2011,мужской,75+ лет,1,2303,43.42,Белиз2011,0.711,"1,487,005,600",5098,Молчаливое поколение
Белиз,2011,мужской,25-34 лет,9,24923,36.11,Белиз2011,0.711,"1,487,005,600",5098,Миллениалы
Белиз,2011,мужской,15-24 лет,9,33414,26.93,Белиз2011,0.711,"1,487,005,600",5098,Миллениалы
Белиз,2011,мужской,35-54 лет,8,33782,23.68,Белиз2011,0.711,"1,487,005,600",5098,Поколение X
Белиз,2011,женский,15-24 лет,4,33746,11.85,Белиз2011,0.711,"1,487,005,600",5098,Миллениалы
Белиз,2011,мужской,55-74 лет,1,11928,8.38,Белиз2011,0.711,"1,487,005,600",5098,Бумеры
Белиз,2011,женский,35-54 лет,1,34151,2.93,Белиз2011,0.711,"1,487,005,600",5098,Поколение X
Белиз,2011,женский,25-34 лет,0,26338,0.0,Белиз2011,0.711,"1,487,005,600",5098,Миллениалы
Белиз,2011,женский,5-14 лет,0,38613,0.0,Белиз2011,0.711,"1,487,005,600",5098,Поколение Z
Белиз,2011,женский,55-74 лет,0,11025,0.0,Белиз2011,0.711,"1,487,005,600",5098,Бумеры
Белиз,2011,женский,75+ лет,0,2410,0.0,Белиз2011,0.711,"1,487,005,600",5098,Молчаливое поколение
Белиз,2011,мужской,5-14 лет,0,39029,0.0,Белиз2011,0.711,"1,487,005,600",5098,Поколение Z
Белиз,2012,мужской,55-74 лет,3,12340,24.31,Белиз2012,0.716,"1,573,670,250",5264,Бумеры
Белиз,2012,мужской,25-34 лет,6,25854,23.21,Белиз2012,0.716,"1,573,670,250",5264,Миллениалы
Белиз,2012,мужской,35-54 лет,6,34785,17.25,Белиз2012,0.716,"1,573,670,250",5264,Поколение X
Белиз,2012,женский,15-24 лет,2,34680,5.77,Белиз2012,0.716,"1,573,670,250",5264,Миллениалы
Белиз,2012,мужской,15-24 лет,1,34413,2.91,Белиз2012,0.716,"1,573,670,250",5264,Миллениалы
Белиз,2012,женский,25-34 лет,0,27291,0.0,Белиз2012,0.716,"1,573,670,250",5264,Миллениалы
Белиз,2012,женский,35-54 лет,0,35365,0.0,Белиз2012,0.716,"1,573,670,250",5264,Поколение X
Белиз,2012,женский,5-14 лет,0,38680,0.0,Белиз2012,0.716,"1,573,670,250",5264,Поколение Z
Белиз,2012,женский,55-74 лет,0,11573,0.0,Белиз2012,0.716,"1,573,670,250",5264,Бумеры
Белиз,2012,женский,75+ лет,0,2440,0.0,Белиз2012,0.716,"1,573,670,250",5264,Молчаливое поколение
Белиз,2012,мужской,5-14 лет,0,39194,0.0,Белиз2012,0.716,"1,573,670,250",5264,Поколение Z
Белиз,2012,мужской,75+ лет,0,2331,0.0,Белиз2012,0.716,"1,573,670,250",5264,Молчаливое поколение
Белиз,2013,мужской,35-54 лет,7,35782,19.56,Белиз2013,0.715,"1,612,573,850",5272,Поколение X
Белиз,2013,мужской,25-34 лет,4,26847,14.9,Белиз2013,0.715,"1,612,573,850",5272,Миллениалы
Белиз,2013,мужской,15-24 лет,4,35340,11.32,Белиз2013,0.715,"1,612,573,850",5272,Миллениалы
Белиз,2013,мужской,55-74 лет,1,12803,7.81,Белиз2013,0.715,"1,612,573,850",5272,Бумеры
Белиз,2013,женский,15-24 лет,1,35551,2.81,Белиз2013,0.715,"1,612,573,850",5272,Миллениалы
Белиз,2013,женский,25-34 лет,0,28278,0.0,Белиз2013,0.715,"1,612,573,850",5272,Миллениалы
Белиз,2013,женский,35-54 лет,0,36553,0.0,Белиз2013,0.715,"1,612,573,850",5272,Поколение X
Белиз,2013,женский,5-14 лет,0,38558,0.0,Белиз2013,0.715,"1,612,573,850",5272,Поколение Z
Белиз,2013,женский,55-74 лет,0,12179,0.0,Белиз2013,0.715,"1,612,573,850",5272,Бумеры
Белиз,2013,женский,75+ лет,0,2451,0.0,Белиз2013,0.715,"1,612,573,850",5272,Молчаливое поколение
Белиз,2013,мужской,5-14 лет,0,39211,0.0,Белиз2013,0.715,"1,612,573,850",5272,Поколение Z
Белиз,2013,мужской,75+ лет,0,2335,0.0,Белиз2013,0.715,"1,612,573,850",5272,Молчаливое поколение
Белиз,2014,мужской,55-74 лет,4,13350,29.96,Белиз2014,0.715,"1,703,951,050",5448,Бумеры
Белиз,2014,мужской,25-34 лет,7,27885,25.1,Белиз2014,0.715,"1,703,951,050",5448,Миллениалы
Белиз,2014,мужской,35-54 лет,5,36808,13.58,Белиз2014,0.715,"1,703,951,050",5448,Поколение X
Белиз,2014,мужской,15-24 лет,2,36197,5.53,Белиз2014,0.715,"1,703,951,050",5448,Миллениалы
Белиз,2014,женский,15-24 лет,2,36364,5.5,Белиз2014,0.715,"1,703,951,050",5448,Миллениалы
Белиз,2014,женский,5-14 лет,2,38337,5.22,Белиз2014,0.715,"1,703,951,050",5448,Поколение Z
Белиз,2014,женский,25-34 лет,1,29287,3.41,Белиз2014,0.715,"1,703,951,050",5448,Миллениалы
Белиз,2014,женский,35-54 лет,1,37789,2.65,Белиз2014,0.715,"1,703,951,050",5448,Поколение X
Белиз,2014,женский,55-74 лет,0,12866,0.0,Белиз2014,0.715,"1,703,951,050",5448,Бумеры
Белиз,2014,женский,75+ лет,0,2447,0.0,Белиз2014,0.715,"1,703,951,050",5448,Молчаливое поколение
Белиз,2014,мужской,5-14 лет,0,39137,0.0,Белиз2014,0.715,"1,703,951,050",5448,Поколение Z
Белиз,2014,мужской,75+ лет,0,2313,0.0,Белиз2014,0.715,"1,703,951,050",5448,Молчаливое поколение
Белиз,2015,мужской,75+ лет,1,2264,44.17,Белиз2015,,"1,778,567,600",5561,Молчаливое поколение
Белиз,2015,мужской,25-34 лет,9,28956,31.08,Белиз2015,,"1,778,567,600",5561,Миллениалы
Белиз,2015,мужской,55-74 лет,3,13996,21.43,Белиз2015,,"1,778,567,600",5561,Бумеры
Белиз,2015,мужской,35-54 лет,4,37895,10.56,Белиз2015,,"1,778,567,600",5561,Поколение X
Белиз,2015,мужской,5-14 лет,3,39041,7.68,Белиз2015,,"1,778,567,600",5561,Поколение Z
Белиз,2015,женский,55-74 лет,1,13642,7.33,Белиз2015,,"1,778,567,600",5561,Бумеры
Белиз,2015,мужской,15-24 лет,2,36971,5.41,Белиз2015,,"1,778,567,600",5561,Миллениалы
Белиз,2015,женский,35-54 лет,2,39103,5.11,Белиз2015,,"1,778,567,600",5561,Поколение X
Белиз,2015,женский,15-24 лет,1,37114,2.69,Белиз2015,,"1,778,567,600",5561,Миллениалы
Белиз,2015,женский,25-34 лет,0,30312,0.0,Белиз2015,,"1,778,567,600",5561,Миллениалы
Белиз,2015,женский,5-14 лет,0,38109,0.0,Белиз2015,,"1,778,567,600",5561,Поколение Z
Белиз,2015,женский,75+ лет,0,2432,0.0,Белиз2015,,"1,778,567,600",5561,Молчаливое поколение
Босния и Герцеговина,2011,мужской,55-74 лет,2,363350,0.55,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Бумеры
Босния и Герцеговина,2011,мужской,25-34 лет,1,252743,0.4,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Миллениалы
Босния и Герцеговина,2011,мужской,35-54 лет,2,549187,0.36,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Поколение X
Босния и Герцеговина,2011,женский,15-24 лет,0,272956,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Миллениалы
Босния и Герцеговина,2011,женский,25-34 лет,0,256067,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Миллениалы
Босния и Герцеговина,2011,женский,35-54 лет,0,553980,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Поколение X
Босния и Герцеговина,2011,женский,5-14 лет,0,246977,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Поколение Z
Босния и Герцеговина,2011,женский,55-74 лет,0,436988,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Бумеры
Босния и Герцеговина,2011,женский,75+ лет,0,115955,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Молчаливое поколение
Босния и Герцеговина,2011,мужской,15-24 лет,0,290910,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Миллениалы
Босния и Герцеговина,2011,мужской,5-14 лет,0,256966,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Поколение Z
Босния и Герцеговина,2011,мужской,75+ лет,0,77233,0.0,Босния и Герцеговина2011,0.724,"18,644,723,861",5076,Молчаливое поколение
Босния и Герцеговина,2014,мужской,75+ лет,37,96222,38.45,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Молчаливое поколение
Босния и Герцеговина,2014,мужской,55-74 лет,84,401567,20.92,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Бумеры
Босния и Герцеговина,2014,мужской,35-54 лет,96,534512,17.96,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Поколение X
Босния и Герцеговина,2014,женский,75+ лет,14,141795,9.87,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Молчаливое поколение
Босния и Герцеговина,2014,мужской,25-34 лет,19,252546,7.52,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Миллениалы
Босния и Герцеговина,2014,женский,35-54 лет,28,554379,5.05,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Поколение X
Босния и Герцеговина,2014,женский,55-74 лет,23,458353,5.02,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Бумеры
Босния и Герцеговина,2014,мужской,15-24 лет,6,274269,2.19,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Миллениалы
Босния и Герцеговина,2014,женский,25-34 лет,3,234219,1.28,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Миллениалы
Босния и Герцеговина,2014,женский,15-24 лет,2,250924,0.8,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Миллениалы
Босния и Герцеговина,2014,мужской,5-14 лет,1,227491,0.44,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Поколение Z
Босния и Герцеговина,2014,женский,5-14 лет,0,227892,0.0,Босния и Герцеговина2014,0.733,"18,558,343,508",5079,Поколение Z
Бразилия,1985,мужской,75+ лет,129,840300,15.35,Бразилия1985,0.576,"222,942,790,435",1898,Поколение G.I.
Бразилия,1985,мужской,55-74 лет,535,5364900,9.97,Бразилия1985,0.576,"222,942,790,435",1898,Поколение G.I.
Бразилия,1985,мужской,35-54 лет,1011,11986300,8.43,Бразилия1985,0.576,"222,942,790,435",1898,Молчаливое поколение
Бразилия,1985,мужской,25-34 лет,791,10762900,7.35,Бразилия1985,0.576,"222,942,790,435",1898,Бумеры
Бразилия,1985,мужской,15-24 лет,661,13834000,4.78,Бразилия1985,0.576,"222,942,790,435",1898,Поколение X
Бразилия,1985,женский,75+ лет,32,988100,3.24,Бразилия1985,0.576,"222,942,790,435",1898,Поколение G.I.
Бразилия,1985,женский,55-74 лет,148,5650100,2.62,Бразилия1985,0.576,"222,942,790,435",1898,Поколение G.I.
Бразилия,1985,женский,25-34 лет,269,10798700,2.49,Бразилия1985,0.576,"222,942,790,435",1898,Бумеры
Бразилия,1985,женский,35-54 лет,296,12185200,2.43,Бразилия1985,0.576,"222,942,790,435",1898,Молчаливое поколение
Бразилия,1985,женский,15-24 лет,280,13751800,2.04,Бразилия1985,0.576,"222,942,790,435",1898,Поколение X
Бразилия,1985,женский,5-14 лет,41,15622900,0.26,Бразилия1985,0.576,"222,942,790,435",1898,Поколение X
Бразилия,1985,мужской,5-14 лет,35,15693700,0.22,Бразилия1985,0.576,"222,942,790,435",1898,Поколение X
Бразилия,1986,мужской,75+ лет,103,823700,12.5,Бразилия1986,,"268,137,224,730",2257,Поколение G.I.
Бразилия,1986,мужской,55-74 лет,581,5492100,10.58,Бразилия1986,,"268,137,224,730",2257,Поколение G.I.
Бразилия,1986,мужской,35-54 лет,967,12396000,7.8,Бразилия1986,,"268,137,224,730",2257,Молчаливое поколение
Бразилия,1986,мужской,25-34 лет,754,9895200,7.62,Бразилия1986,,"268,137,224,730",2257,Бумеры
Бразилия,1986,мужской,15-24 лет,685,13347500,5.13,Бразилия1986,,"268,137,224,730",2257,Поколение X
Бразилия,1986,женский,75+ лет,33,1079400,3.06,Бразилия1986,,"268,137,224,730",2257,Поколение G.I.
Бразилия,1986,женский,55-74 лет,163,6093600,2.67,Бразилия1986,,"268,137,224,730",2257,Поколение G.I.
Бразилия,1986,женский,35-54 лет,335,13195700,2.54,Бразилия1986,,"268,137,224,730",2257,Молчаливое поколение
Бразилия,1986,женский,15-24 лет,331,13514000,2.45,Бразилия1986,,"268,137,224,730",2257,Поколение X
Бразилия,1986,женский,25-34 лет,257,10614200,2.42,Бразилия1986,,"268,137,224,730",2257,Бумеры
Бразилия,1986,женский,5-14 лет,35,16001200,0.22,Бразилия1986,,"268,137,224,730",2257,Поколение X
Бразилия,1986,мужской,5-14 лет,27,16323800,0.17,Бразилия1986,,"268,137,224,730",2257,Поколение X
Бразилия,1987,мужской,75+ лет,149,655621,22.73,Бразилия1987,,"294,084,112,393",2394,Поколение G.I.
Бразилия,1987,мужской,55-74 лет,647,5163568,12.53,Бразилия1987,,"294,084,112,393",2394,Поколение G.I.
Бразилия,1987,мужской,35-54 лет,1100,12796733,8.6,Бразилия1987,,"294,084,112,393",2394,Молчаливое поколение
Бразилия,1987,мужской,25-34 лет,865,11266240,7.68,Бразилия1987,,"294,084,112,393",2394,Бумеры
Бразилия,1987,мужской,15-24 лет,713,14119488,5.05,Бразилия1987,,"294,084,112,393",2394,Поколение X
Бразилия,1987,женский,55-74 лет,197,5891414,3.34,Бразилия1987,,"294,084,112,393",2394,Поколение G.I.
Бразилия,1987,женский,75+ лет,28,1018461,2.75,Бразилия1987,,"294,084,112,393",2394,Поколение G.I.
Бразилия,1987,женский,35-54 лет,349,13229129,2.64,Бразилия1987,,"294,084,112,393",2394,Молчаливое поколение
Бразилия,1987,женский,25-34 лет,266,11393405,2.33,Бразилия1987,,"294,084,112,393",2394,Бумеры
Бразилия,1987,женский,15-24 лет,291,14145640,2.06,Бразилия1987,,"294,084,112,393",2394,Поколение X
Бразилия,1987,мужской,5-14 лет,35,16751806,0.21,Бразилия1987,,"294,084,112,393",2394,Поколение X
Бразилия,1987,женский,5-14 лет,32,16390962,0.2,Бразилия1987,,"294,084,112,393",2394,Поколение X
Бразилия,1988,мужской,75+ лет,135,675564,19.98,Бразилия1988,,"330,397,381,998",2628,Поколение G.I.
Бразилия,1988,мужской,55-74 лет,530,5281479,10.04,Бразилия1988,,"330,397,381,998",2628,Поколение G.I.
Бразилия,1988,мужской,35-54 лет,1115,13244446,8.42,Бразилия1988,,"330,397,381,998",2628,Молчаливое поколение
Бразилия,1988,мужской,25-34 лет,849,11593305,7.32,Бразилия1988,,"330,397,381,998",2628,Бумеры
Бразилия,1988,женский,75+ лет,52,1057285,4.92,Бразилия1988,,"330,397,381,998",2628,Поколение G.I.
Бразилия,1988,мужской,15-24 лет,663,14249735,4.65,Бразилия1988,,"330,397,381,998",2628,Поколение X
Бразилия,1988,женский,55-74 лет,182,6051315,3.01,Бразилия1988,,"330,397,381,998",2628,Поколение G.I.
Бразилия,1988,женский,35-54 лет,333,13714531,2.43,Бразилия1988,,"330,397,381,998",2628,Молчаливое поколение
Бразилия,1988,женский,25-34 лет,266,11741737,2.27,Бразилия1988,,"330,397,381,998",2628,Бумеры
Бразилия,1988,женский,15-24 лет,281,14267683,1.97,Бразилия1988,,"330,397,381,998",2628,Поколение X
Бразилия,1988,мужской,5-14 лет,35,17111833,0.2,Бразилия1988,,"330,397,381,998",2628,Поколение X
