страна,год,пол,возраст,количество_самоубийств,население,самоубийства_на_100к_человек,ИЧР_за_год,ВВП_за_год,ВВП_на_душу_населения,индекс_безработицы,регион
Чехия,1991,мужской,35-54 лет,554,1432400,38.68,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,женский,75+ лет,104,352900,29.47,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,мужской,25-34 лет,176,693100,25.39,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,женский,55-74 лет,171,1024900,16.68,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,мужской,15-24 лет,116,802000,14.46,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,женский,35-54 лет,157,1443700,10.87,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,женский,25-34 лет,45,668900,6.73,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,женский,15-24 лет,33,766400,4.31,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,мужской,5-14 лет,14,771400,1.81,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1991,женский,5-14 лет,1,735500,0.14,0.8386666666666666,29675502270.0,3070,6.538931297709924,Европа
Чехия,1992,мужской,75+ лет,165,161400,102.23,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,мужской,55-74 лет,394,811100,48.58,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,мужской,35-54 лет,623,1454300,42.84,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,женский,75+ лет,104,337800,30.79,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,мужской,25-34 лет,172,685500,25.09,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,женский,55-74 лет,164,1035800,15.83,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,мужской,15-24 лет,122,825400,14.78,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,женский,35-54 лет,164,1465300,11.19,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,женский,25-34 лет,52,660200,7.88,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,женский,15-24 лет,22,789000,2.79,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,мужской,5-14 лет,9,745800,1.21,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1992,женский,5-14 лет,0,710300,0.0,0.8386666666666666,34590052812.0,3573,6.538931297709924,Европа
Чехия,1993,мужской,75+ лет,155,152300,101.77,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,мужской,55-74 лет,355,819300,43.33,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,мужской,35-54 лет,592,1472000,40.22,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,женский,75+ лет,110,322400,34.12,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,мужской,25-34 лет,159,682100,23.31,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,мужской,15-24 лет,139,847600,16.4,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,женский,55-74 лет,155,1049400,14.77,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,женский,35-54 лет,159,1482300,10.73,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,женский,25-34 лет,46,655900,7.01,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,женский,15-24 лет,35,810500,4.32,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,мужской,5-14 лет,12,722000,1.66,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1993,женский,5-14 лет,0,687600,0.0,0.8386666666666666,40614350197.0,4186,6.538931297709924,Европа
Чехия,1994,мужской,75+ лет,150,148000,101.35,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,мужской,55-74 лет,333,825100,40.36,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,мужской,35-54 лет,522,1482500,35.21,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,женский,75+ лет,104,314000,33.12,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,мужской,25-34 лет,177,686000,25.8,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,мужской,15-24 лет,148,865700,17.1,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,женский,55-74 лет,176,1057000,16.65,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,женский,35-54 лет,177,1491800,11.86,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,женский,25-34 лет,41,658900,6.22,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,женский,15-24 лет,31,828100,3.74,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,мужской,5-14 лет,11,699800,1.57,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1994,женский,5-14 лет,2,666800,0.3,0.8386666666666666,47554674591.0,4891,6.538931297709924,Европа
Чехия,1995,мужской,75+ лет,132,150800,87.53,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,мужской,35-54 лет,524,1486300,35.26,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,мужской,55-74 лет,280,828300,33.8,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,женский,75+ лет,97,317400,30.56,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,мужской,25-34 лет,180,695700,25.87,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,мужской,15-24 лет,161,874900,18.4,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,женский,55-74 лет,150,1056900,14.19,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,женский,35-54 лет,138,1494200,9.24,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,женский,15-24 лет,35,837000,4.18,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,женский,25-34 лет,25,668100,3.74,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,мужской,5-14 лет,7,683100,1.02,0.785,59775697061.0,6134,4.0,Европа
Чехия,1995,женский,5-14 лет,4,651600,0.61,0.785,59775697061.0,6134,4.0,Европа
Чехия,1996,мужской,75+ лет,140,157200,89.06,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,мужской,35-54 лет,488,1487000,32.82,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,мужской,55-74 лет,266,831800,31.98,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,женский,75+ лет,77,327500,23.51,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,мужской,25-34 лет,162,708200,22.87,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,мужской,15-24 лет,142,873600,16.25,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,женский,55-74 лет,117,1054200,11.1,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,женский,35-54 лет,117,1493000,7.84,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,женский,25-34 лет,26,679400,3.83,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,женский,15-24 лет,24,835700,2.87,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,мужской,5-14 лет,8,673700,1.19,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1996,женский,5-14 лет,1,642600,0.16,0.8386666666666666,66985765439.0,6861,3.9,Европа
Чехия,1997,мужской,75+ лет,122,165300,73.81,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,мужской,55-74 лет,333,836100,39.83,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,мужской,35-54 лет,550,1487400,36.98,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,мужской,25-34 лет,165,724200,22.78,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,женский,75+ лет,61,340800,17.9,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,мужской,15-24 лет,136,865600,15.71,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,женский,55-74 лет,106,1051400,10.08,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,женский,35-54 лет,134,1492200,8.98,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,женский,25-34 лет,32,693900,4.61,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,женский,15-24 лет,21,828400,2.54,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,мужской,5-14 лет,5,666600,0.75,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1997,женский,5-14 лет,1,634800,0.16,0.8386666666666666,61792161168.0,6314,4.8,Европа
Чехия,1998,мужской,75+ лет,127,173500,73.2,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,мужской,35-54 лет,554,1487500,37.24,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,мужской,55-74 лет,277,845700,32.75,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,мужской,25-34 лет,179,742300,24.11,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,женский,75+ лет,65,354800,18.32,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,мужской,15-24 лет,126,849600,14.83,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,женский,55-74 лет,116,1053700,11.01,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,женский,35-54 лет,110,1490700,7.38,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,женский,15-24 лет,31,813700,3.81,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,женский,25-34 лет,20,710600,2.81,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,мужской,5-14 лет,5,659000,0.76,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1998,женский,5-14 лет,3,627200,0.48,0.8386666666666666,66490372105.0,6779,6.5,Европа
Чехия,1999,мужской,75+ лет,154,181079,85.05,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,мужской,55-74 лет,302,860656,35.09,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,мужской,35-54 лет,509,1488504,34.2,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,мужской,25-34 лет,173,761534,22.72,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,женский,75+ лет,68,368195,18.47,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,мужской,15-24 лет,144,824827,17.46,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,женский,55-74 лет,94,1061220,8.86,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,женский,35-54 лет,107,1488619,7.19,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,женский,25-34 лет,32,728994,4.39,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,женский,15-24 лет,24,790478,3.04,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,мужской,5-14 лет,3,648214,0.46,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,1999,женский,5-14 лет,0,616895,0.0,0.8386666666666666,64867483193.0,6606,8.7,Европа
Чехия,2000,мужской,75+ лет,137,187872,72.92,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,мужской,35-54 лет,546,1490793,36.62,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,мужской,55-74 лет,294,875298,33.59,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,мужской,25-34 лет,174,783436,22.21,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,мужской,15-24 лет,139,797534,17.43,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,женский,75+ лет,63,380114,16.57,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,женский,55-74 лет,113,1069748,10.56,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,женский,35-54 лет,120,1487345,8.07,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,женский,25-34 лет,26,751117,3.46,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,женский,15-24 лет,25,763848,3.27,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,мужской,5-14 лет,8,631794,1.27,0.821,61649492817.0,6278,8.8,Европа
Чехия,2000,женский,5-14 лет,4,600843,0.67,0.821,61649492817.0,6278,8.8,Европа
Чехия,2001,мужской,75+ лет,142,191730,74.06,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,мужской,35-54 лет,558,1489505,37.46,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,мужской,55-74 лет,285,897842,31.74,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,мужской,25-34 лет,172,809431,21.25,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,мужской,15-24 лет,133,779015,17.07,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,женский,75+ лет,57,387754,14.7,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,женский,35-54 лет,129,1476998,8.73,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,женский,55-74 лет,92,1084169,8.49,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,женский,25-34 лет,30,772655,3.88,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,женский,15-24 лет,19,745082,2.55,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,мужской,5-14 лет,4,617745,0.65,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2001,женский,5-14 лет,2,586157,0.34,0.8386666666666666,67523642262.0,6863,8.1,Европа
Чехия,2002,мужской,75+ лет,140,196619,71.2,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,мужской,35-54 лет,518,1458286,35.52,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,мужской,55-74 лет,282,921139,30.61,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,мужской,25-34 лет,180,818936,21.98,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,женский,75+ лет,67,395065,16.96,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,мужской,15-24 лет,91,746413,12.19,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,женский,55-74 лет,86,1105366,7.78,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,женский,35-54 лет,108,1451319,7.44,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,женский,25-34 лет,30,788166,3.81,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,женский,15-24 лет,26,714488,3.64,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,мужской,5-14 лет,5,592734,0.84,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2002,женский,5-14 лет,1,563932,0.18,0.8386666666666666,81910771994.0,8399,7.3,Европа
Чехия,2003,мужской,75+ лет,158,202317,78.1,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,мужской,35-54 лет,572,1441293,39.69,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,мужской,55-74 лет,307,949402,32.34,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,мужской,25-34 лет,206,842279,24.46,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,женский,75+ лет,74,403426,18.34,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,мужской,15-24 лет,116,726604,15.96,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,женский,35-54 лет,127,1431458,8.87,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,женский,55-74 лет,99,1129314,8.77,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,женский,25-34 лет,29,810207,3.58,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,женский,15-24 лет,22,694102,3.17,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,мужской,5-14 лет,6,573339,1.05,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2003,женский,5-14 лет,3,544809,0.55,0.8386666666666666,99627140274.0,10220,7.8,Европа
Чехия,2004,мужской,75+ лет,121,208455,58.05,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,мужской,35-54 лет,540,1429901,37.76,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,мужской,55-74 лет,317,973192,32.57,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,мужской,25-34 лет,193,862649,22.37,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,мужской,15-24 лет,110,707587,15.55,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,женский,75+ лет,62,411827,15.05,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,женский,55-74 лет,95,1150600,8.26,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,женский,35-54 лет,99,1417483,6.98,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,женский,25-34 лет,24,829828,2.89,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,женский,15-24 лет,14,676084,2.07,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,мужской,5-14 лет,5,553266,0.9,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2004,женский,5-14 лет,3,525775,0.57,0.8386666666666666,119162172468.0,12226,8.3,Европа
Чехия,2005,мужской,75+ лет,113,215366,52.47,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,мужской,35-54 лет,516,1427262,36.15,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,мужской,55-74 лет,347,998004,34.77,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,мужской,25-34 лет,208,877897,23.69,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,мужской,15-24 лет,85,695191,12.23,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,женский,75+ лет,50,420901,11.88,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,женский,35-54 лет,109,1408555,7.74,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,женский,55-74 лет,82,1171511,7.0,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,женский,25-34 лет,33,841934,3.92,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,женский,15-24 лет,16,663458,2.41,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,мужской,5-14 лет,4,534812,0.75,0.847,136280689891.0,13961,7.9,Европа
Чехия,2005,женский,5-14 лет,2,506842,0.39,0.847,136280689891.0,13961,7.9,Европа
Чехия,2006,мужской,75+ лет,125,222276,56.24,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,мужской,35-54 лет,459,1426930,32.17,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,мужской,55-74 лет,299,1022887,29.23,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,мужской,25-34 лет,155,884745,17.52,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,мужской,15-24 лет,101,690682,14.62,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,женский,75+ лет,41,430258,9.53,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,женский,55-74 лет,90,1193318,7.54,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,женский,35-54 лет,95,1401646,6.78,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,женский,25-34 лет,20,845584,2.37,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,женский,15-24 лет,12,658122,1.82,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,мужской,5-14 лет,3,515573,0.58,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2006,женский,5-14 лет,0,488298,0.0,0.8386666666666666,155463807113.0,15896,7.1,Европа
Чехия,2007,мужской,75+ лет,109,229015,47.6,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,мужской,55-74 лет,322,1047512,30.74,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,мужской,35-54 лет,440,1434256,30.68,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,мужской,25-34 лет,176,888983,19.8,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,мужской,15-24 лет,100,690165,14.49,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,женский,75+ лет,49,438726,11.17,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,женский,55-74 лет,72,1216178,5.92,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,женский,35-54 лет,73,1400706,5.21,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,женский,25-34 лет,21,846092,2.48,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,женский,15-24 лет,15,654550,2.29,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,мужской,5-14 лет,2,499126,0.4,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2007,женский,5-14 лет,0,472986,0.0,0.8386666666666666,189227050760.0,19273,5.3,Европа
Чехия,2008,мужской,75+ лет,137,235750,58.11,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,мужской,35-54 лет,434,1457201,29.78,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,мужской,55-74 лет,291,1075692,27.05,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,мужской,25-34 лет,162,892070,18.16,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,мужской,15-24 лет,96,692756,13.86,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,женский,75+ лет,37,446156,8.29,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,женский,55-74 лет,84,1241767,6.76,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,женский,35-54 лет,88,1412333,6.23,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,женский,25-34 лет,32,842858,3.8,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,женский,15-24 лет,14,653487,2.14,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,мужской,5-14 лет,3,487813,0.61,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2008,женский,5-14 лет,1,461711,0.22,0.8386666666666666,235718586901.0,23811,4.4,Европа
Чехия,2009,мужской,75+ лет,135,240265,56.19,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,мужской,35-54 лет,476,1480738,32.15,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,мужской,55-74 лет,337,1100133,30.63,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,мужской,25-34 лет,199,880108,22.61,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,мужской,15-24 лет,81,685218,11.82,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,женский,75+ лет,42,450517,9.32,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,женский,55-74 лет,78,1265312,6.16,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,женский,35-54 лет,79,1428022,5.53,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,женский,15-24 лет,16,646079,2.48,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,женский,25-34 лет,18,827079,2.18,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,мужской,5-14 лет,2,479988,0.42,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2009,женский,5-14 лет,1,453948,0.22,0.8386666666666666,206179982164.0,20748,6.7,Европа
Чехия,2010,мужской,75+ лет,115,243211,47.28,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,мужской,55-74 лет,394,1121705,35.13,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,мужской,35-54 лет,473,1499075,31.55,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,мужской,25-34 лет,168,858416,19.57,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,мужской,15-24 лет,94,665538,14.12,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,женский,75+ лет,40,453417,8.82,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,женский,55-74 лет,84,1288749,6.52,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,женский,35-54 лет,87,1445352,6.02,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,женский,25-34 лет,26,805752,3.23,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,женский,15-24 лет,20,629937,3.17,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,мужской,5-14 лет,1,479853,0.21,0.863,207477857919.0,20862,7.3,Европа
Чехия,2010,женский,5-14 лет,0,454268,0.0,0.863,207477857919.0,20862,7.3,Европа
Чехия,2011,мужской,75+ лет,118,246004,47.97,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,мужской,55-74 лет,424,1152114,36.8,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,мужской,35-54 лет,500,1517715,32.94,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,мужской,25-34 лет,173,818695,21.13,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,мужской,15-24 лет,120,632356,18.98,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,женский,75+ лет,43,454906,9.45,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,женский,35-54 лет,86,1456523,5.9,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,женский,55-74 лет,77,1312571,5.87,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,женский,25-34 лет,28,771896,3.63,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,женский,15-24 лет,19,602033,3.16,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,мужской,5-14 лет,2,483911,0.41,0.866,227948349666.0,23010,6.7,Европа
Чехия,2011,женский,5-14 лет,0,457594,0.0,0.866,227948349666.0,23010,6.7,Европа
Чехия,2012,мужской,75+ лет,146,248952,58.65,0.867,207376427021.0,20898,7.0,Европа
Чехия,2012,мужской,55-74 лет,430,1173069,36.66,0.867,207376427021.0,20898,7.0,Европа
Чехия,2012,мужской,35-54 лет,538,1537251,35.0,0.867,207376427021.0,20898,7.0,Европа
Чехия,2012,мужской,25-34 лет,179,796162,22.48,0.867,207376427021.0,20898,7.0,Европа
Чехия,2012,мужской,15-24 лет,84,609704,13.78,0.867,207376427021.0,20898,7.0,Европа
Чехия,2012,женский,75+ лет,45,456859,9.85,0.867,207376427021.0,20898,7.0,Европа
Чехия,2012,женский,55-74 лет,106,1333013,7.95,0.867,207376427021.0,20898,7.0,Европа
